id,slug,name,imageUrl,sourceUrl,sourceRevision,creator,license,licenseUrl,attribution,kind,alt,sha256,bytes,width,height,status
catalog-owner-2026-041,san-isidoro-de-sevilla,San Isidoro de Sevilla,/catalog/owner-2026/owner-2026-041.webp,https://commons.wikimedia.org/wiki/File:Isidor_von_Sevilla.jpeg,1057516754,Bartolomé Esteban Murillo,Public domain,https://commons.wikimedia.org/wiki/File:Isidor_von_Sevilla.jpeg#Licensing,Bartolomé Esteban Murillo — Wikimedia Commons — Public domain,painting,Representación histórica de San Isidoro de Sevilla.,62efbfeda3acb1172c5e2811060ec28d10c11f52240c8f4f8ec83b03a19ec3e2,412740,960,1068,PASS_SOURCE_REVERIFIED_AND_REMOTE_ANONYMOUS_200_WEBP
catalog-owner-2026-042,san-ildefonso-de-toledo,San Ildefonso de Toledo,/catalog/owner-2026/owner-2026-042.webp,https://commons.wikimedia.org/wiki/File:Ildefonso_de_Toledo_(cropped).jpg,1180324788,El Greco,Public domain,https://commons.wikimedia.org/wiki/File:Ildefonso_de_Toledo_(cropped).jpg#Licensing,El Greco — Wikimedia Commons — Public domain,painting,Representación histórica de San Ildefonso de Toledo.,fd8041dc21a2525feba727cde87d6de36817e741f96070b504e467ecf215a2c8,135384,811,1200,PASS_SOURCE_REVERIFIED_AND_REMOTE_ANONYMOUS_200_WEBP
catalog-owner-2026-043,san-leon-magno,San León Magno,/catalog/owner-2026/owner-2026-043.webp,https://commons.wikimedia.org/wiki/File:Herrera_mozo_San_Le%C3%B3n_magno_Lienzo._%C3%93valo._164_x_105_cm._Museo_del_Prado.png,1035865170,Francisco de Herrera el Mozo,Public domain,https://commons.wikimedia.org/wiki/File:Herrera_mozo_San_Le%C3%B3n_magno_Lienzo._%C3%93valo._164_x_105_cm._Museo_del_Prado.png#Licensing,Francisco de Herrera el Mozo — Wikimedia Commons — Public domain,painting,Representación histórica de San León Magno.,b3fcc974c264fa9256bf87bb05329033f0f086ce158b3faf2aa119e1c17f0491,128698,765,1200,PASS_SOURCE_REVERIFIED_AND_REMOTE_ANONYMOUS_200_WEBP
catalog-owner-2026-044,san-roberto-belarmino,San Roberto Belarmino,/catalog/owner-2026/owner-2026-044.webp,"https://commons.wikimedia.org/wiki/File:Portret_van_kardinaal_Robertus_Bellarminus,_onbekend,_schilderij,_Museum_Plantin-Moretus_(Antwerpen)_-_MPM_V_IV_110_(cropped).jpg",844108839,Autor no identificado,CC0,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Autor no identificado — Wikimedia Commons — CC0,painting,Representación histórica de San Roberto Belarmino.,a8959da8735a75ea4d87a79da0e6d718dcd43fded616510d9820a88b692598d7,97166,925,1200,PASS_SOURCE_REVERIFIED_AND_REMOTE_ANONYMOUS_200_WEBP
catalog-owner-2026-045,san-pedro-canisio,San Pedro Canisio,/catalog/owner-2026/owner-2026-045.webp,https://commons.wikimedia.org/wiki/File:Saint_Petrus_Canisius.jpg,1268570682,Autor no identificado,Public domain,https://commons.wikimedia.org/wiki/File:Saint_Petrus_Canisius.jpg#Licensing,Autor no identificado — Wikimedia Commons — Public domain,painting,Representación histórica de San Pedro Canisio.,4228f8a7eb61eb7073694d124de0f5c35abcf2207abadc5b3a611a510f2031e4,214818,749,1200,PASS_SOURCE_REVERIFIED_AND_REMOTE_ANONYMOUS_200_WEBP
catalog-owner-2026-046,san-francisco-de-sales,San Francisco de Sales,/catalog/owner-2026/owner-2026-046.webp,"https://commons.wikimedia.org/wiki/File:Ch%C3%A2teau_de_Bussy-Rabutin_-_Saint_Fran%C3%A7ois_de_Sales,_%C3%A9v%C3%AAque_de_Gen%C3%A8ve_(bgw19_0375)_(cropped).jpg",1125183326,Pintor no identificado; fotografía de Benjamin Gavaudo,Public domain,"https://commons.wikimedia.org/wiki/File:Ch%C3%A2teau_de_Bussy-Rabutin_-_Saint_Fran%C3%A7ois_de_Sales,_%C3%A9v%C3%AAque_de_Gen%C3%A8ve_(bgw19_0375)_(cropped).jpg#Licensing",Pintor no identificado; fotografía de Benjamin Gavaudo — Wikimedia Commons — Public domain,painting,Representación histórica de San Francisco de Sales.,304b31c8db4addad50fdb84e3ca50235a2c3fa9723df48ad4237064e763b7b90,209342,955,1200,PASS_SOURCE_REVERIFIED_AND_REMOTE_ANONYMOUS_200_WEBP
catalog-owner-2026-047,san-alfonso-maria-de-ligorio,San Alfonso María de Ligorio,/catalog/owner-2026/owner-2026-047.webp,https://commons.wikimedia.org/wiki/File:Liguori.jpg,1269986040,Autor no identificado,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,Autor no identificado — Wikimedia Commons — CC BY-SA 3.0,painting,Representación histórica de San Alfonso María de Ligorio.,e204628ca04d851038047d14452d3aaa34dcc8ca4d10139bcbfeafc7b4aeb947,88132,816,1200,PASS_SOURCE_REVERIFIED_AND_REMOTE_ANONYMOUS_200_WEBP
catalog-owner-2026-048,san-juan-de-la-cruz,San Juan de la Cruz,/catalog/owner-2026/owner-2026-048.webp,https://commons.wikimedia.org/wiki/File:Zurbar%C3%A1n_(atribuido)-John_of_the_Cross-1656.jpg,1204586079,Autor no identificado; atribuido a Francisco de Zurbarán,Public domain,https://commons.wikimedia.org/wiki/File:Zurbar%C3%A1n_(atribuido)-John_of_the_Cross-1656.jpg#Licensing,Autor no identificado; atribuido a Francisco de Zurbarán — Wikimedia Commons — Public domain,painting,Representación histórica de San Juan de la Cruz.,431d12fa2be753dbefb169f51f7eb1d63eb666b320150fbc2cca73f38320025c,59748,942,1200,PASS_SOURCE_REVERIFIED_AND_REMOTE_ANONYMOUS_200_WEBP
catalog-owner-2026-049,san-antonio-de-padua,San Antonio de Padua,/catalog/owner-2026/owner-2026-049.webp,https://commons.wikimedia.org/wiki/File:Francisco_de_Zurbar%C3%A1n_-_Sto_Antonio_de_Padua.jpg,1259973348,Francisco de Zurbarán,Public domain,https://commons.wikimedia.org/wiki/File:Francisco_de_Zurbar%C3%A1n_-_Sto_Antonio_de_Padua.jpg#Licensing,Francisco de Zurbarán — Wikimedia Commons — Public domain,painting,"Representación devocional de san Antonio de Padua con el Niño Jesús, por Zurbarán.",35f52242c7ed6f60a25565a6aad464ff849195ac57d0dd8e5affcc9a5d933b2c,204590,780,1200,PASS_SOURCE_REVERIFIED_AND_REMOTE_ANONYMOUS_200_WEBP
catalog-owner-2026-050,san-beda-el-venerable,San Beda el Venerable,/catalog/owner-2026/owner-2026-050.webp,https://commons.wikimedia.org/wiki/File:E-codices_bke-0047_001v_medium_(cropped).jpg,1217617439,Iluminador no identificado,Public domain,https://commons.wikimedia.org/wiki/File:E-codices_bke-0047_001v_medium_(cropped).jpg#Licensing,Iluminador no identificado — Wikimedia Commons — Public domain,illustration,"Beda escribiendo, en una ilustración de manuscrito medieval.",3fbedaaa7f3dccf49c9f5ca4026d86eac2a4088299d75796ddecfb3aa0401e42,124576,840,1200,PASS_SOURCE_REVERIFIED_AND_REMOTE_ANONYMOUS_200_WEBP
catalog-owner-2026-051,san-esteban,San Esteban,/catalog/owner-2026/owner-2026-051.webp,https://commons.wikimedia.org/wiki/File:Saint_Stephen_(Carlo_Crivelli).jpg,1269268127,Carlo Crivelli,Public domain,https://commons.wikimedia.org/wiki/File:Saint_Stephen_(Carlo_Crivelli).jpg#Licensing,Carlo Crivelli — Wikimedia Commons — Public domain,painting,"San Esteban con atributos de su martirio, por Carlo Crivelli.",5e52775358814919fcda08788cdc499dc55421ee41b30dd1dc8a9d925ca2825f,246252,784,1200,PASS_SOURCE_REVERIFIED_AND_REMOTE_ANONYMOUS_200_WEBP
catalog-owner-2026-052,san-lorenzo,San Lorenzo,/catalog/owner-2026/owner-2026-052.webp,https://commons.wikimedia.org/wiki/File:Lawrence-before-Valerianus.jpg,1248128489,Fra Angelico,Public domain,https://commons.wikimedia.org/wiki/File:Lawrence-before-Valerianus.jpg#Licensing,Fra Angelico — Wikimedia Commons — Public domain,painting,"Lorenzo ante Valeriano, detalle de una pintura de Fra Angelico.",13a35b138db76a958189f388b0375c542ab7063572423f04a4e7a789e427f478,249740,855,1200,PASS_SOURCE_REVERIFIED_AND_REMOTE_ANONYMOUS_200_WEBP
catalog-owner-2026-053,san-sebastian,San Sebastián,/catalog/owner-2026/owner-2026-053.webp,https://commons.wikimedia.org/wiki/File:St._Sebastian_by_Sodoma.jpg,1173031149,Il Sodoma,Public domain,https://commons.wikimedia.org/wiki/File:St._Sebastian_by_Sodoma.jpg#Licensing,Il Sodoma — Wikimedia Commons — Public domain,painting,Representación histórica de San Sebastián.,23e89b182963563ed37c3e7ec853446d4b10767785f14ef57dddb7050f66a2bb,293404,877,1200,PASS_SOURCE_REVERIFIED_AND_REMOTE_ANONYMOUS_200_WEBP
catalog-owner-2026-054,san-jorge,San Jorge,/catalog/owner-2026/owner-2026-054.webp,https://commons.wikimedia.org/wiki/File:Raphael_-_Saint_George_and_the_Dragon_-_Google_Art_Project.jpg,1232536482,Rafael Sanzio,Public domain,https://commons.wikimedia.org/wiki/File:Raphael_-_Saint_George_and_the_Dragon_-_Google_Art_Project.jpg#Licensing,Rafael Sanzio — Wikimedia Commons — Public domain,painting,"San Jorge y el dragón: representación de la leyenda medieval, por Rafael.",39d5db4c6739b6fee71f2603c978514ab81709e94aafb1734c93ff49622b7477,300808,914,1200,PASS_SOURCE_REVERIFIED_AND_REMOTE_ANONYMOUS_200_WEBP
catalog-owner-2026-055,san-clemente-de-roma,San Clemente de Roma,/catalog/owner-2026/owner-2026-055.webp,https://commons.wikimedia.org/wiki/File:Clemens_Romanus.jpg,1210424893,Artista no identificado,Public domain,https://commons.wikimedia.org/wiki/File:Clemens_Romanus.jpg#Licensing,Artista no identificado — Wikimedia Commons — Public domain,mosaic,San Clemente de Roma en un mosaico de Santa Sofía de Kyiv.,10eaa137464f3f7e552c95c2736242637c46b31f371fedbdf1c6611b9798aa1d,291982,959,1200,PASS_SOURCE_REVERIFIED_AND_REMOTE_ANONYMOUS_200_WEBP
catalog-owner-2026-056,san-ignacio-de-antioquia,San Ignacio de Antioquía,/catalog/owner-2026/owner-2026-056.webp,"https://commons.wikimedia.org/wiki/File:Hosios_Loukas_(south_west_chapel,_south_side)_-_Ignatios.jpg",1272281202,Pintor bizantino no identificado,Public domain,"https://commons.wikimedia.org/wiki/File:Hosios_Loukas_(south_west_chapel,_south_side)_-_Ignatios.jpg#Licensing",Pintor bizantino no identificado — Wikimedia Commons — Public domain,painting,Ignacio de Antioquía en un fresco del monasterio de Hosios Loukas.,d05178aeff969f0aa734fd5554405950affd9433a7c9bbd1eb2a18f0d1d66116,229620,562,1200,PASS_SOURCE_REVERIFIED_AND_REMOTE_ANONYMOUS_200_WEBP
catalog-owner-2026-057,san-policarpo-de-esmirna,San Policarpo de Esmirna,/catalog/owner-2026/owner-2026-057.webp,https://commons.wikimedia.org/wiki/File:Polycarp_of_Smyrna2.jpg,1247899668,Pintor no identificado; fotografía de PravoslavnyChristianin,CC0,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Pintor no identificado; fotografía de PravoslavnyChristianin — Wikimedia Commons — CC0,painting,Policarpo de Esmirna representado en un fresco ortodoxo.,91168c2fdba849c7394988ee245589f25bb6af93e6c225edbb629398a411f3a2,116258,746,1200,PASS_SOURCE_REVERIFIED_AND_REMOTE_ANONYMOUS_200_WEBP
catalog-owner-2026-058,san-justino-martir,San Justino Mártir,/catalog/owner-2026/owner-2026-058.webp,https://commons.wikimedia.org/wiki/File:Saint_Justin_Martyr_by_Theophanes_the_Cretan.jpg,1158311139,Teófanes el Cretense,Public domain,https://commons.wikimedia.org/wiki/File:Saint_Justin_Martyr_by_Theophanes_the_Cretan.jpg#Licensing,Teófanes el Cretense — Wikimedia Commons — Public domain,painting,Representación histórica de San Justino Mártir.,48e886a4a2bc3e24c7549f25e365f8c526ec79d91db61e5cdd260b3bf244961b,148250,954,1200,PASS_SOURCE_REVERIFIED_AND_REMOTE_ANONYMOUS_200_WEBP
catalog-owner-2026-059,san-cipriano-de-cartago,San Cipriano de Cartago,/catalog/owner-2026/owner-2026-059.webp,https://commons.wikimedia.org/wiki/File:Heiliger_Cyprianus.jpg,1123338580,Maestro de Meßkirch,Public domain,https://commons.wikimedia.org/wiki/File:Heiliger_Cyprianus.jpg#Licensing,Maestro de Meßkirch — Wikimedia Commons — Public domain,painting,"San Cipriano de Cartago representado como obispo, por el Maestro de Meßkirch.",fc6a87c3e24366ff85d53462fd4c9ace60b8e3d1e51483d75e0122b860fb4292,164566,550,1200,PASS_SOURCE_REVERIFIED_AND_REMOTE_ANONYMOUS_200_WEBP
catalog-owner-2026-060,san-lorenzo-de-brindis,San Lorenzo de Brindis,/catalog/owner-2026/owner-2026-060.webp,https://commons.wikimedia.org/wiki/File:Slorenzo4.jpg,1043875153,Grabador no identificado,Public domain,https://commons.wikimedia.org/wiki/File:Slorenzo4.jpg#Licensing,Grabador no identificado — Wikimedia Commons — Public domain,illustration,Grabado del siglo XVIII que representa a Lorenzo de Brindis escribiendo.,ac8e086286d3b6d4d3198331fa0a89ad8bedd010af3c353aa44f3db18c5e5431,188456,929,1200,PASS_SOURCE_REVERIFIED_AND_REMOTE_ANONYMOUS_200_WEBP
catalog-owner-2026-061,santa-ines,Santa Inés de Roma,/catalog/owner-2026/owner-2026-061.webp,https://commons.wikimedia.org/wiki/File:2872-saint-agnes-domenichino.jpg,1155839418,Domenichino,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,Domenichino — 2872-saint-agnes-domenichino.jpg — Public domain. Versión redimensionada en WebP.,painting,Domenichino: representación de santa Inés de Roma.,069bbdc6bd4d60d52b9c2d08bd47eb78e911553c4f8887ad55af4d16b7386a24,141222,803,1102,PASS_SOURCE_REVERIFIED_AND_REMOTE_ANONYMOUS_200_WEBP
catalog-owner-2026-062,santa-cecilia,Santa Cecilia,/catalog/owner-2026/owner-2026-062.webp,https://commons.wikimedia.org/wiki/File:Guercino_-_St._Cecilia_-_Google_Art_Project.jpg,1223094351,Guercino,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,Guercino — Guercino - St. Cecilia - Google Art Project.jpg — Public domain. Versión redimensionada en WebP.,painting,Guercino: santa Cecilia representada como patrona de la música.,cc898ee5d1dfd53c5f0150d129806f3cfdefe14a3a12ff6dddc8befd82e91572,305980,960,1164,PASS_SOURCE_REVERIFIED_AND_REMOTE_ANONYMOUS_200_WEBP
catalog-owner-2026-063,santa-catalina-de-alejandria,Santa Catalina de Alejandría,/catalog/owner-2026/owner-2026-063.webp,https://commons.wikimedia.org/wiki/File:Saint_Catherine_of_Alexandria_(Caravaggio).jpg,1118807780,Caravaggio,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,Caravaggio — Saint Catherine of Alexandria (Caravaggio).jpg — Public domain. Versión redimensionada en WebP.,painting,Caravaggio: representación de santa Catalina de Alejandría con los atributos de su martirio.,ce90478837e382c43d5d67da7b980ab5a9e31353c178334292ad7bbd75c88c7c,101642,923,1200,PASS_SOURCE_REVERIFIED_AND_REMOTE_ANONYMOUS_200_WEBP
catalog-owner-2026-064,santa-barbara,Santa Bárbara,/catalog/owner-2026/owner-2026-064.webp,https://commons.wikimedia.org/wiki/File:Wilhelm_Kalteysen_-_Saint_Barbara_Altarpiece_-_Google_Art_Project.jpg,1136203770,Wilhelm Kalteysen,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,Wilhelm Kalteysen — Wilhelm Kalteysen - Saint Barbara Altarpiece - Google Art Project.jpg — Public domain. Versión redimensionada en WebP.,painting,Wilhelm Kalteysen: retablo dedicado a santa Bárbara.,2b8625778805e20b510dc012388cc418566dbf18f66428dc0bd00f9e9174999c,210058,960,733,PASS_SOURCE_REVERIFIED_AND_REMOTE_ANONYMOUS_200_WEBP
catalog-owner-2026-065,santa-lucia-de-siracusa,Santa Lucía de Siracusa,/catalog/owner-2026/owner-2026-065.webp,https://commons.wikimedia.org/wiki/File:Niccol%C3%B2_di_Segna_-_Saint_Lucy_-_Walters_37756.jpg,849329729,Niccolò di Segna,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,Niccolò di Segna — Niccolò di Segna - Saint Lucy - Walters 37756.jpg — Public domain. Versión redimensionada en WebP.,painting,Niccolò di Segna: santa Lucía con lámpara y daga; Walters Art Museum.,1e647cb44b35697d04a1a1ca23949fb760523cee6d25c1dd674e4db692a6c96e,202052,760,1200,PASS_SOURCE_REVERIFIED_AND_REMOTE_ANONYMOUS_200_WEBP
catalog-owner-2026-066,santa-agueda-de-catania,Santa Águeda de Catania,/catalog/owner-2026/owner-2026-066.webp,"https://commons.wikimedia.org/wiki/File:Sant%27agata,_VII-inizio_VIII_secolo_ca.,_forse_da_s.m._antiqua_(roma,_coll._priv.).jpg",1184529531,Autor antiguo desconocido; fotografía de Sailko,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,"Autor antiguo desconocido; fotografía de Sailko — Sant'agata, VII-inizio VIII secolo ca., forse da s.m. antiqua (roma, coll. priv.).jpg — CC BY 3.0. Versión redimensionada en WebP.",painting,"Representación antigua de santa Águeda, fotografiada por Sailko; procedencia vinculada a Santa Maria Antiqua.",78aab7526c4a091a5443276cc3a92544184367090cf3a84578fbf300a3ff10d5,349162,960,963,PASS_SOURCE_REVERIFIED_AND_REMOTE_ANONYMOUS_200_WEBP
catalog-owner-2026-067,santa-filomena,Santa Filomena,/catalog/owner-2026/owner-2026-067.webp,https://commons.wikimedia.org/wiki/File:Sainte-philomene-amaury-duval.jpg,1277441203,Amaury-Duval (pintura); Marc Baronnet (fotografía),CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Amaury-Duval (pintura); Marc Baronnet (fotografía) — Sainte-philomene-amaury-duval.jpg — CC BY-SA 3.0. Versión redimensionada en WebP.,painting,Amaury-Duval: pintura de santa Filomena hacia 1844; fotografía de Marc Baronnet.,80e2891939d790f569b41062b8e361e075b4848cee6db41e1a47bd4bbce60f2d,99978,960,718,PASS_SOURCE_REVERIFIED_AND_REMOTE_ANONYMOUS_200_WEBP
catalog-owner-2026-068,santa-apolonia,Santa Apolonia,/catalog/owner-2026/owner-2026-068.webp,https://commons.wikimedia.org/wiki/File:Francisco_de_Zurbar%C3%A1n_035.jpg,1229488118,Francisco de Zurbarán,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,Francisco de Zurbarán — Francisco de Zurbarán 035.jpg — Public domain. Versión redimensionada en WebP.,painting,"Francisco de Zurbarán: santa Apolonia representada joven, con su atributo dental.",7c26259ffd826b6de99e85cebe5db1eb4449bce298659063c23397c17a82b2f6,103386,490,834,PASS_SOURCE_REVERIFIED_AND_REMOTE_ANONYMOUS_200_WEBP
catalog-owner-2026-069,san-blas-de-sebaste,San Blas de Sebaste,/catalog/owner-2026/owner-2026-069.webp,https://commons.wikimedia.org/wiki/File:Saint_Blaise_Louvre_OAR504.jpg,1182926776,Artista medieval desconocido,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,Artista medieval desconocido — Saint Blaise Louvre OAR 504.jpg — Public domain. Versión redimensionada en WebP.,illustration,Vidriera medieval: san Blas ante el gobernador romano; colección del Louvre.,a0493653d7bf75cf9493993d081d4c077ead8d0af462fe4a4c4d17f4416c4aca,208996,960,1120,PASS_SOURCE_REVERIFIED_AND_REMOTE_ANONYMOUS_200_WEBP
catalog-owner-2026-070,san-pancracio,San Pancracio de Roma,/catalog/owner-2026/owner-2026-070.webp,https://commons.wikimedia.org/wiki/File:Barcelona_Cathedral_Interior_-_Statue_of_Saint_Pancrace_of_Rome.jpg,951862607,Escultor del retablo no identificado; fotografía de Didier Descouens,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Escultor del retablo no identificado; fotografía de Didier Descouens — Barcelona Cathedral Interior - Statue of Saint Pancrace of Rome.jpg — CC BY-SA 4.0. Versión redimensionada en WebP.,sculpture,"Estatua de san Pancracio de Roma en la catedral de Barcelona, fotografiada por Didier Descouens.",8c20c11983e7c96b144f7a0c2952a6966dfec57a3bd8132cae3cb8355a71e2ef,233096,924,1200,PASS_SOURCE_REVERIFIED_AND_REMOTE_ANONYMOUS_200_WEBP
catalog-owner-2026-071,san-cristobal,San Cristóbal,/catalog/owner-2026/owner-2026-071.webp,https://commons.wikimedia.org/wiki/File:Jheronimus_Bosch_-_Saint_Christopher_-_Google_Art_ProjectFXD_(Cropped).jpg,1220160642,Hieronymus Bosch,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,Hieronymus Bosch — Jheronimus Bosch - Saint Christopher - Google Art ProjectFXD (Cropped).jpg — Public domain. Versión redimensionada en WebP.,painting,El Bosco: san Cristóbal transporta al Niño Jesús a través del agua.,3ae3f9d55f0748b7932a625ac7fa2d69a2e994e95e1dac646c89bdbdf3530342,283602,756,1200,PASS_SOURCE_REVERIFIED_AND_REMOTE_ANONYMOUS_200_WEBP
catalog-owner-2026-072,san-cosme,San Cosme,/catalog/owner-2026/owner-2026-072.webp,https://commons.wikimedia.org/wiki/File:Saint_C%C3%B4me_%26_Saint_Damien_Grandes_Heures_Anne_de_Bretagne_XVIe_(cropped).jpg,1223558711,Jean Bourdichon,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,Jean Bourdichon — Saint Côme & Saint Damien Grandes Heures Anne de Bretagne XVIe (cropped).jpg — Public domain. Versión redimensionada en WebP.,illustration,Jean Bourdichon: miniatura conjunta de los santos médicos Cosme y Damián; la ficha corresponde a Cosme.,3f5965bb4346b566061cb404616be76bdd9420f8b1cb048ee122e7693aff32d3,220432,752,1200,PASS_SOURCE_REVERIFIED_AND_REMOTE_ANONYMOUS_200_WEBP
catalog-owner-2026-073,san-damian,San Damián,/catalog/owner-2026/owner-2026-073.webp,https://commons.wikimedia.org/wiki/File:Saint_C%C3%B4me_%26_Saint_Damien_Grandes_Heures_Anne_de_Bretagne_XVIe_(cropped).jpg,1223558711,Jean Bourdichon,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,Jean Bourdichon — Saint Côme & Saint Damien Grandes Heures Anne de Bretagne XVIe (cropped).jpg — Public domain. Versión redimensionada en WebP.,illustration,Jean Bourdichon: miniatura conjunta de los santos médicos Cosme y Damián; la ficha corresponde a Damián.,3f5965bb4346b566061cb404616be76bdd9420f8b1cb048ee122e7693aff32d3,220432,752,1200,PASS_SOURCE_REVERIFIED_AND_REMOTE_ANONYMOUS_200_WEBP
catalog-owner-2026-074,san-genaro,San Genaro,/catalog/owner-2026/owner-2026-074.webp,https://commons.wikimedia.org/wiki/File:Saint_Januarius.jpg,1123271227,Louis Finson,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,Louis Finson — Saint Januarius.jpg — Public domain. Versión redimensionada en WebP.,painting,Louis Finson: representación pictórica de san Genaro como obispo.,28fab171dd2f1367fcfeba839370648de0105dfaf96e5ebb941bb591fd880414,73802,851,1200,PASS_SOURCE_REVERIFIED_AND_REMOTE_ANONYMOUS_200_WEBP
catalog-owner-2026-075,san-fabian,San Fabián,/catalog/owner-2026/owner-2026-075.webp,https://commons.wikimedia.org/wiki/File:Saints_Fabian_and_Sebastian_-_Giovanni_di_Paolo.png,1193326596,Giovanni di Paolo,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,Giovanni di Paolo — Saints Fabian and Sebastian - Giovanni di Paolo.png — Public domain. Versión redimensionada en WebP.,painting,Giovanni di Paolo: los santos Fabián y Sebastián; la ficha corresponde al papa Fabián.,17f58b573d2f786b62bfaa98c6e8e3e8009b2546cf0c81dadc5a6a67c80b4696,163136,778,1200,PASS_SOURCE_REVERIFIED_AND_REMOTE_ANONYMOUS_200_WEBP
catalog-owner-2026-076,san-sebastian-de-aparicio,Beato Sebastián de Aparicio,/catalog/owner-2026/owner-2026-076.webp,https://commons.wikimedia.org/wiki/File:Gudi%C3%B1a10.jpg,1118574789,Escultor no identificado; fotografía de Dantadd,CC BY-SA 2.5,https://creativecommons.org/licenses/by-sa/2.5,Escultor no identificado; fotografía de Dantadd — Gudiña 10.jpg — CC BY-SA 2.5. Versión redimensionada en WebP.,sculpture,"Estatua del beato Sebastián de Aparicio en A Gudiña, fotografiada por Dantadd.",36f273d87de74c7ab86d9183f571c7ccdff5d9389b84d0b56580f0c907a137b8,212972,960,1047,PASS_SOURCE_REVERIFIED_AND_REMOTE_ANONYMOUS_200_WEBP
catalog-owner-2026-077,san-hipolito-de-roma,San Hipólito de Roma,/catalog/owner-2026/owner-2026-077.webp,https://commons.wikimedia.org/wiki/File:Statue_of_Saint_.Hippolytus_(cropped).jpg,1062369148,Escultura antigua restaurada; fotografía de Dobroš / Dana Stehlíková,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Escultura antigua restaurada; fotografía de Dobroš / Dana Stehlíková — Statue of Saint .Hippolytus (cropped).jpg — CC BY-SA 4.0. Versión redimensionada en WebP.,sculpture,"Estatua restaurada tradicionalmente asociada con san Hipólito, conservada en la Biblioteca Apostólica Vaticana.",8ae1d5b6da0470e9c31878a72526e216f9ac283e066690454f427c962a4ba9ad,61372,530,1200,PASS_SOURCE_REVERIFIED_AND_REMOTE_ANONYMOUS_200_WEBP
catalog-owner-2026-078,san-cornelio,San Cornelio,/catalog/owner-2026/owner-2026-078.webp,https://commons.wikimedia.org/wiki/File:Pope_Cornelius_%E2%80%93_Santa_Maria_in_Trastevere.jpg,1258731526,Mosaicista medieval no identificado; fotografía de Hugo DK,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Mosaicista medieval no identificado; fotografía de Hugo DK — Pope Cornelius – Santa Maria in Trastevere.jpg — CC BY-SA 4.0. Versión redimensionada en WebP.,mosaic,"Mosaico del papa san Cornelio en Santa Maria in Trastevere, fotografiado por Hugo DK.",62db93bc8da867043a6a27b34e5caab7c67ce6baf3a403be06eaa38718c97e52,162590,702,1200,PASS_SOURCE_REVERIFIED_AND_REMOTE_ANONYMOUS_200_WEBP
catalog-owner-2026-079,san-calixto-i,San Calixto I,/catalog/owner-2026/owner-2026-079.webp,https://commons.wikimedia.org/wiki/File:Fresco_of_Pope_Callixtus_I_-_Basilica_of_Saint_Paul_Outside_the_Walls_(Before_1823).jpg,1261456422,Autor del fresco desconocido; fotografía de Arnaldo Vescovo,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,Autor del fresco desconocido; fotografía de Arnaldo Vescovo — Fresco of Pope Callixtus I - Basilica of Saint Paul Outside the Walls (Before 1823).jpg — Public domain. Versión redimensionada en WebP.,painting,Representación histórica del papa san Calixto I en la basílica de San Pablo Extramuros.,a2b9046d0fc7914f89e43a465e1030c11e2bd4685b845d738dd263e4a6228447,157086,960,951,PASS_SOURCE_REVERIFIED_AND_REMOTE_ANONYMOUS_200_WEBP
catalog-expansion-2026-081,santa-perpetua,Santa Perpetua,/catalog/owner-2026/closure-20260918-santa-perpetua.webp,"https://commons.wikimedia.org/wiki/File:Perpetua,_Felicitas,_Revocatus,_Saturninus_and_Secundulus_(Menologion_of_Basil_II).jpg",1265761561,Taller de iluminadores del Menologio de Basilio II,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Taller de iluminadores del Menologio de Basilio II; Perpetua, Felicitas, Revocatus, Saturninus and Secundulus (Menologion of Basil II).jpg; Wikimedia Commons; Public domain. Adaptación técnica: redimensionado y conversión a WebP, sin recorte; se conserva la licencia indicada.",illustration,"Perpetua, Felicidad y sus compañeros, en una miniatura del Menologio de Basilio II.",49299567ca30152848442eace9c605060b3fb65c19f997d01e0ba99d213b5456,246664,960,626,PASS_SOURCE_REVERIFIED_AND_REMOTE_ANONYMOUS_200_WEBP
